,exp_name,env_name,seed,metric,env_step,value
26180,ours,myo-key-turn,1,avg_success,810000,1
26181,ours,myo-key-turn,1,avg_success,820000,1
26182,ours,myo-key-turn,1,avg_success,830000,1
26183,ours,myo-key-turn,1,avg_success,840000,1
26184,ours,myo-key-turn,1,avg_success,850000,1
26185,ours,myo-key-turn,1,avg_success,860000,1
26186,ours,myo-key-turn,1,avg_success,870000,1
26187,ours,myo-key-turn,1,avg_success,880000,1
26188,ours,myo-key-turn,1,avg_success,890000,1
26189,ours,myo-key-turn,1,avg_success,900000,1
26190,ours,myo-key-turn,1,avg_success,910000,1
26191,ours,myo-key-turn,1,avg_success,920000,1
26192,ours,myo-key-turn,1,avg_success,930000,1
26193,ours,myo-key-turn,1,avg_success,940000,1
26194,ours,myo-key-turn,1,avg_success,950000,1
26195,ours,myo-key-turn,1,avg_success,960000,1
26196,ours,myo-key-turn,1,avg_success,970000,1
26197,ours,myo-key-turn,1,avg_success,980000,1
26198,ours,myo-key-turn,1,avg_success,990000,1
26199,ours,myo-key-turn,1,avg_success,1000000,1
26200,ours,myo-key-turn,2,avg_success,10000,0
26201,ours,myo-key-turn,2,avg_success,20000,1
26202,ours,myo-key-turn,2,avg_success,30000,1
26203,ours,myo-key-turn,2,avg_success,40000,1
26204,ours,myo-key-turn,2,avg_success,50000,1
26205,ours,myo-key-turn,2,avg_success,60000,1
26206,ours,myo-key-turn,2,avg_success,70000,1
26207,ours,myo-key-turn,2,avg_success,80000,1
26208,ours,myo-key-turn,2,avg_success,90000,1
26209,ours,myo-key-turn,2,avg_success,100000,1
26210,ours,myo-key-turn,2,avg_success,110000,1
26211,ours,myo-key-turn,2,avg_success,120000,1
26212,ours,myo-key-turn,2,avg_success,130000,1
26213,ours,myo-key-turn,2,avg_success,140000,1
26214,ours,myo-key-turn,2,avg_success,150000,1
26215,ours,myo-key-turn,2,avg_success,160000,1
26216,ours,myo-key-turn,2,avg_success,170000,1
26217,ours,myo-key-turn,2,avg_success,180000,1
26218,ours,myo-key-turn,2,avg_success,190000,1
26219,ours,myo-key-turn,2,avg_success,200000,1
26220,ours,myo-key-turn,2,avg_success,210000,1
26221,ours,myo-key-turn,2,avg_success,220000,1
26222,ours,myo-key-turn,2,avg_success,230000,1
26223,ours,myo-key-turn,2,avg_success,240000,1
26224,ours,myo-key-turn,2,avg_success,250000,1
26225,ours,myo-key-turn,2,avg_success,260000,1
26226,ours,myo-key-turn,2,avg_success,270000,1
26227,ours,myo-key-turn,2,avg_success,280000,1
26228,ours,myo-key-turn,2,avg_success,290000,1
26229,ours,myo-key-turn,2,avg_success,300000,1
26230,ours,myo-key-turn,2,avg_success,310000,1
26231,ours,myo-key-turn,2,avg_success,320000,1
26232,ours,myo-key-turn,2,avg_success,330000,1
26233,ours,myo-key-turn,2,avg_success,340000,1
26234,ours,myo-key-turn,2,avg_success,350000,1
26235,ours,myo-key-turn,2,avg_success,360000,1
26236,ours,myo-key-turn,2,avg_success,370000,1
26237,ours,myo-key-turn,2,avg_success,380000,1
26238,ours,myo-key-turn,2,avg_success,390000,1
26239,ours,myo-key-turn,2,avg_success,400000,1
26240,ours,myo-key-turn,2,avg_success,410000,1
26241,ours,myo-key-turn,2,avg_success,420000,1
26242,ours,myo-key-turn,2,avg_success,430000,1
26243,ours,myo-key-turn,2,avg_success,440000,1
26244,ours,myo-key-turn,2,avg_success,450000,1
26245,ours,myo-key-turn,2,avg_success,460000,1
26246,ours,myo-key-turn,2,avg_success,470000,1
26247,ours,myo-key-turn,2,avg_success,480000,1
26248,ours,myo-key-turn,2,avg_success,490000,1
26249,ours,myo-key-turn,2,avg_success,500000,1
26250,ours,myo-key-turn,2,avg_success,510000,1
26251,ours,myo-key-turn,2,avg_success,520000,1
26252,ours,myo-key-turn,2,avg_success,530000,1
26253,ours,myo-key-turn,2,avg_success,540000,1
26254,ours,myo-key-turn,2,avg_success,550000,1
26255,ours,myo-key-turn,2,avg_success,560000,1
26256,ours,myo-key-turn,2,avg_success,570000,1
26257,ours,myo-key-turn,2,avg_success,580000,1
26258,ours,myo-key-turn,2,avg_success,590000,1
26259,ours,myo-key-turn,2,avg_success,600000,1
26260,ours,myo-key-turn,2,avg_success,610000,1
26261,ours,myo-key-turn,2,avg_success,620000,1
26262,ours,myo-key-turn,2,avg_success,630000,1
26263,ours,myo-key-turn,2,avg_success,640000,1
26264,ours,myo-key-turn,2,avg_success,650000,1
26265,ours,myo-key-turn,2,avg_success,660000,1
26266,ours,myo-key-turn,2,avg_success,670000,1
26267,ours,myo-key-turn,2,avg_success,680000,1
26268,ours,myo-key-turn,2,avg_success,690000,1
26269,ours,myo-key-turn,2,avg_success,700000,1
26270,ours,myo-key-turn,2,avg_success,710000,1
26271,ours,myo-key-turn,2,avg_success,720000,1
26272,ours,myo-key-turn,2,avg_success,730000,1
26273,ours,myo-key-turn,2,avg_success,740000,1
26274,ours,myo-key-turn,2,avg_success,750000,1
26275,ours,myo-key-turn,2,avg_success,760000,1
26276,ours,myo-key-turn,2,avg_success,770000,1
26277,ours,myo-key-turn,2,avg_success,780000,1
26278,ours,myo-key-turn,2,avg_success,790000,1
26279,ours,myo-key-turn,2,avg_success,800000,1
26280,ours,myo-key-turn,2,avg_success,810000,1
26281,ours,myo-key-turn,2,avg_success,820000,1
26282,ours,myo-key-turn,2,avg_success,830000,1
26283,ours,myo-key-turn,2,avg_success,840000,1
26284,ours,myo-key-turn,2,avg_success,850000,1
26285,ours,myo-key-turn,2,avg_success,860000,1
26286,ours,myo-key-turn,2,avg_success,870000,1
26287,ours,myo-key-turn,2,avg_success,880000,1
26288,ours,myo-key-turn,2,avg_success,890000,1
26289,ours,myo-key-turn,2,avg_success,900000,1
26290,ours,myo-key-turn,2,avg_success,910000,1
26291,ours,myo-key-turn,2,avg_success,920000,1
26292,ours,myo-key-turn,2,avg_success,930000,1
26293,ours,myo-key-turn,2,avg_success,940000,1
26294,ours,myo-key-turn,2,avg_success,950000,1
26295,ours,myo-key-turn,2,avg_success,960000,1
26296,ours,myo-key-turn,2,avg_success,970000,1
26297,ours,myo-key-turn,2,avg_success,980000,1
26298,ours,myo-key-turn,2,avg_success,990000,1
26299,ours,myo-key-turn,2,avg_success,1000000,1
26300,ours,myo-key-turn,3,avg_success,10000,0
26301,ours,myo-key-turn,3,avg_success,20000,0
26302,ours,myo-key-turn,3,avg_success,30000,1
26303,ours,myo-key-turn,3,avg_success,40000,1
26304,ours,myo-key-turn,3,avg_success,50000,0
26305,ours,myo-key-turn,3,avg_success,60000,1
26306,ours,myo-key-turn,3,avg_success,70000,1
26307,ours,myo-key-turn,3,avg_success,80000,1
26308,ours,myo-key-turn,3,avg_success,90000,1
26309,ours,myo-key-turn,3,avg_success,100000,1
26310,ours,myo-key-turn,3,avg_success,110000,1
26311,ours,myo-key-turn,3,avg_success,120000,1
26312,ours,myo-key-turn,3,avg_success,130000,1
26313,ours,myo-key-turn,3,avg_success,140000,1
26314,ours,myo-key-turn,3,avg_success,150000,1
26315,ours,myo-key-turn,3,avg_success,160000,1
26316,ours,myo-key-turn,3,avg_success,170000,1
26317,ours,myo-key-turn,3,avg_success,180000,1
26318,ours,myo-key-turn,3,avg_success,190000,1
26319,ours,myo-key-turn,3,avg_success,200000,1
26320,ours,myo-key-turn,3,avg_success,210000,0
26321,ours,myo-key-turn,3,avg_success,220000,1
26322,ours,myo-key-turn,3,avg_success,230000,1
26323,ours,myo-key-turn,3,avg_success,240000,1
26324,ours,myo-key-turn,3,avg_success,250000,1
26325,ours,myo-key-turn,3,avg_success,260000,1
26326,ours,myo-key-turn,3,avg_success,270000,1
26327,ours,myo-key-turn,3,avg_success,280000,0
26328,ours,myo-key-turn,3,avg_success,290000,1
26329,ours,myo-key-turn,3,avg_success,300000,1
26330,ours,myo-key-turn,3,avg_success,310000,1
26331,ours,myo-key-turn,3,avg_success,320000,1
26332,ours,myo-key-turn,3,avg_success,330000,1
26333,ours,myo-key-turn,3,avg_success,340000,1
26334,ours,myo-key-turn,3,avg_success,350000,1
26335,ours,myo-key-turn,3,avg_success,360000,1
26336,ours,myo-key-turn,3,avg_success,370000,1
26337,ours,myo-key-turn,3,avg_success,380000,1
26338,ours,myo-key-turn,3,avg_success,390000,1
26339,ours,myo-key-turn,3,avg_success,400000,1
26340,ours,myo-key-turn,3,avg_success,410000,1
26341,ours,myo-key-turn,3,avg_success,420000,1
26342,ours,myo-key-turn,3,avg_success,430000,1
26343,ours,myo-key-turn,3,avg_success,440000,1
26344,ours,myo-key-turn,3,avg_success,450000,1
26345,ours,myo-key-turn,3,avg_success,460000,1
26346,ours,myo-key-turn,3,avg_success,470000,1
26347,ours,myo-key-turn,3,avg_success,480000,1
26348,ours,myo-key-turn,3,avg_success,490000,1
26349,ours,myo-key-turn,3,avg_success,500000,1
26350,ours,myo-key-turn,3,avg_success,510000,1
26351,ours,myo-key-turn,3,avg_success,520000,1
26352,ours,myo-key-turn,3,avg_success,530000,1
26353,ours,myo-key-turn,3,avg_success,540000,1
26354,ours,myo-key-turn,3,avg_success,550000,1
26355,ours,myo-key-turn,3,avg_success,560000,1
26356,ours,myo-key-turn,3,avg_success,570000,1
26357,ours,myo-key-turn,3,avg_success,580000,1
26358,ours,myo-key-turn,3,avg_success,590000,1
26359,ours,myo-key-turn,3,avg_success,600000,1
26360,ours,myo-key-turn,3,avg_success,610000,1
26361,ours,myo-key-turn,3,avg_success,620000,1
26362,ours,myo-key-turn,3,avg_success,630000,1
26363,ours,myo-key-turn,3,avg_success,640000,1
26364,ours,myo-key-turn,3,avg_success,650000,1
26365,ours,myo-key-turn,3,avg_success,660000,1
26366,ours,myo-key-turn,3,avg_success,670000,1
26367,ours,myo-key-turn,3,avg_success,680000,1
26368,ours,myo-key-turn,3,avg_success,690000,1
26369,ours,myo-key-turn,3,avg_success,700000,1
26370,ours,myo-key-turn,3,avg_success,710000,1
26371,ours,myo-key-turn,3,avg_success,720000,1
26372,ours,myo-key-turn,3,avg_success,730000,1
26373,ours,myo-key-turn,3,avg_success,740000,1
26374,ours,myo-key-turn,3,avg_success,750000,1
26375,ours,myo-key-turn,3,avg_success,760000,1
26376,ours,myo-key-turn,3,avg_success,770000,1
26377,ours,myo-key-turn,3,avg_success,780000,1
26378,ours,myo-key-turn,3,avg_success,790000,1
26379,ours,myo-key-turn,3,avg_success,800000,1
26380,ours,myo-key-turn,3,avg_success,810000,1
26381,ours,myo-key-turn,3,avg_success,820000,1
26382,ours,myo-key-turn,3,avg_success,830000,1
26383,ours,myo-key-turn,3,avg_success,840000,1
26384,ours,myo-key-turn,3,avg_success,850000,1
26385,ours,myo-key-turn,3,avg_success,860000,1
26386,ours,myo-key-turn,3,avg_success,870000,1
26387,ours,myo-key-turn,3,avg_success,880000,1
26388,ours,myo-key-turn,3,avg_success,890000,1
26389,ours,myo-key-turn,3,avg_success,900000,1
26390,ours,myo-key-turn,3,avg_success,910000,1
26391,ours,myo-key-turn,3,avg_success,920000,1
26392,ours,myo-key-turn,3,avg_success,930000,1
26393,ours,myo-key-turn,3,avg_success,940000,1
26394,ours,myo-key-turn,3,avg_success,950000,1
26395,ours,myo-key-turn,3,avg_success,960000,1
26396,ours,myo-key-turn,3,avg_success,970000,1
26397,ours,myo-key-turn,3,avg_success,980000,1
26398,ours,myo-key-turn,3,avg_success,990000,1
26399,ours,myo-key-turn,3,avg_success,1000000,1
26400,ours,myo-key-turn,4,avg_success,10000,0
26401,ours,myo-key-turn,4,avg_success,20000,0
26402,ours,myo-key-turn,4,avg_success,30000,1
26403,ours,myo-key-turn,4,avg_success,40000,1
26404,ours,myo-key-turn,4,avg_success,50000,1
26405,ours,myo-key-turn,4,avg_success,60000,0
26406,ours,myo-key-turn,4,avg_success,70000,1
26407,ours,myo-key-turn,4,avg_success,80000,1
26408,ours,myo-key-turn,4,avg_success,90000,1
26409,ours,myo-key-turn,4,avg_success,100000,1
26410,ours,myo-key-turn,4,avg_success,110000,1
26411,ours,myo-key-turn,4,avg_success,120000,1
26412,ours,myo-key-turn,4,avg_success,130000,0
26413,ours,myo-key-turn,4,avg_success,140000,1
26414,ours,myo-key-turn,4,avg_success,150000,1
26415,ours,myo-key-turn,4,avg_success,160000,1
26416,ours,myo-key-turn,4,avg_success,170000,1
26417,ours,myo-key-turn,4,avg_success,180000,1
26418,ours,myo-key-turn,4,avg_success,190000,1
26419,ours,myo-key-turn,4,avg_success,200000,1
26420,ours,myo-key-turn,4,avg_success,210000,1
26421,ours,myo-key-turn,4,avg_success,220000,1
26422,ours,myo-key-turn,4,avg_success,230000,1
26423,ours,myo-key-turn,4,avg_success,240000,1
26424,ours,myo-key-turn,4,avg_success,250000,1
26425,ours,myo-key-turn,4,avg_success,260000,1
26426,ours,myo-key-turn,4,avg_success,270000,1
26427,ours,myo-key-turn,4,avg_success,280000,1
26428,ours,myo-key-turn,4,avg_success,290000,1
26429,ours,myo-key-turn,4,avg_success,300000,1
26430,ours,myo-key-turn,4,avg_success,310000,1
26431,ours,myo-key-turn,4,avg_success,320000,1
26432,ours,myo-key-turn,4,avg_success,330000,1
26433,ours,myo-key-turn,4,avg_success,340000,1
26434,ours,myo-key-turn,4,avg_success,350000,1
26435,ours,myo-key-turn,4,avg_success,360000,1
26436,ours,myo-key-turn,4,avg_success,370000,1
26437,ours,myo-key-turn,4,avg_success,380000,0
26438,ours,myo-key-turn,4,avg_success,390000,1
26439,ours,myo-key-turn,4,avg_success,400000,0
26440,ours,myo-key-turn,4,avg_success,410000,1
26441,ours,myo-key-turn,4,avg_success,420000,1
26442,ours,myo-key-turn,4,avg_success,430000,1
26443,ours,myo-key-turn,4,avg_success,440000,1
26444,ours,myo-key-turn,4,avg_success,450000,1
26445,ours,myo-key-turn,4,avg_success,460000,1
26446,ours,myo-key-turn,4,avg_success,470000,1
26447,ours,myo-key-turn,4,avg_success,480000,1
26448,ours,myo-key-turn,4,avg_success,490000,1
26449,ours,myo-key-turn,4,avg_success,500000,1
26450,ours,myo-key-turn,4,avg_success,510000,1
26451,ours,myo-key-turn,4,avg_success,520000,1
26452,ours,myo-key-turn,4,avg_success,530000,1
26453,ours,myo-key-turn,4,avg_success,540000,1
26454,ours,myo-key-turn,4,avg_success,550000,1
26455,ours,myo-key-turn,4,avg_success,560000,1
26456,ours,myo-key-turn,4,avg_success,570000,1
26457,ours,myo-key-turn,4,avg_success,580000,1
26458,ours,myo-key-turn,4,avg_success,590000,1
26459,ours,myo-key-turn,4,avg_success,600000,1
26460,ours,myo-key-turn,4,avg_success,610000,1
26461,ours,myo-key-turn,4,avg_success,620000,1
26462,ours,myo-key-turn,4,avg_success,630000,1
26463,ours,myo-key-turn,4,avg_success,640000,1
26464,ours,myo-key-turn,4,avg_success,650000,1
26465,ours,myo-key-turn,4,avg_success,660000,1
26466,ours,myo-key-turn,4,avg_success,670000,1
26467,ours,myo-key-turn,4,avg_success,680000,1
26468,ours,myo-key-turn,4,avg_success,690000,1
26469,ours,myo-key-turn,4,avg_success,700000,1
26470,ours,myo-key-turn,4,avg_success,710000,1
26471,ours,myo-key-turn,4,avg_success,720000,1
26472,ours,myo-key-turn,4,avg_success,730000,1
26473,ours,myo-key-turn,4,avg_success,740000,1
26474,ours,myo-key-turn,4,avg_success,750000,1
26475,ours,myo-key-turn,4,avg_success,760000,1
26476,ours,myo-key-turn,4,avg_success,770000,1
26477,ours,myo-key-turn,4,avg_success,780000,1
26478,ours,myo-key-turn,4,avg_success,790000,1
26479,ours,myo-key-turn,4,avg_success,800000,1
26480,ours,myo-key-turn,4,avg_success,810000,1
26481,ours,myo-key-turn,4,avg_success,820000,1
26482,ours,myo-key-turn,4,avg_success,830000,1
26483,ours,myo-key-turn,4,avg_success,840000,1
26484,ours,myo-key-turn,4,avg_success,850000,1
26485,ours,myo-key-turn,4,avg_success,860000,1
26486,ours,myo-key-turn,4,avg_success,870000,1
26487,ours,myo-key-turn,4,avg_success,880000,1
26488,ours,myo-key-turn,4,avg_success,890000,1
26489,ours,myo-key-turn,4,avg_success,900000,1
26490,ours,myo-key-turn,4,avg_success,910000,1
26491,ours,myo-key-turn,4,avg_success,920000,1
26492,ours,myo-key-turn,4,avg_success,930000,1
26493,ours,myo-key-turn,4,avg_success,940000,1
26494,ours,myo-key-turn,4,avg_success,950000,1
26495,ours,myo-key-turn,4,avg_success,960000,1
26496,ours,myo-key-turn,4,avg_success,970000,1
26497,ours,myo-key-turn,4,avg_success,980000,1
26498,ours,myo-key-turn,4,avg_success,990000,1
26499,ours,myo-key-turn,4,avg_success,1000000,1
26500,ours,myo-key-turn,5,avg_success,10000,0
26501,ours,myo-key-turn,5,avg_success,20000,0
26502,ours,myo-key-turn,5,avg_success,30000,1
26503,ours,myo-key-turn,5,avg_success,40000,0
26504,ours,myo-key-turn,5,avg_success,50000,0
26505,ours,myo-key-turn,5,avg_success,60000,1
26506,ours,myo-key-turn,5,avg_success,70000,1
26507,ours,myo-key-turn,5,avg_success,80000,1
26508,ours,myo-key-turn,5,avg_success,90000,1
26509,ours,myo-key-turn,5,avg_success,100000,1
26510,ours,myo-key-turn,5,avg_success,110000,1
26511,ours,myo-key-turn,5,avg_success,120000,1
26512,ours,myo-key-turn,5,avg_success,130000,1
26513,ours,myo-key-turn,5,avg_success,140000,1
26514,ours,myo-key-turn,5,avg_success,150000,1
26515,ours,myo-key-turn,5,avg_success,160000,1
26516,ours,myo-key-turn,5,avg_success,170000,1
26517,ours,myo-key-turn,5,avg_success,180000,1
26518,ours,myo-key-turn,5,avg_success,190000,1
26519,ours,myo-key-turn,5,avg_success,200000,1
26520,ours,myo-key-turn,5,avg_success,210000,1
26521,ours,myo-key-turn,5,avg_success,220000,1
26522,ours,myo-key-turn,5,avg_success,230000,1
26523,ours,myo-key-turn,5,avg_success,240000,1
26524,ours,myo-key-turn,5,avg_success,250000,1
26525,ours,myo-key-turn,5,avg_success,260000,1
26526,ours,myo-key-turn,5,avg_success,270000,1
26527,ours,myo-key-turn,5,avg_success,280000,1
26528,ours,myo-key-turn,5,avg_success,290000,1
26529,ours,myo-key-turn,5,avg_success,300000,1
26530,ours,myo-key-turn,5,avg_success,310000,1
26531,ours,myo-key-turn,5,avg_success,320000,1
26532,ours,myo-key-turn,5,avg_success,330000,1
26533,ours,myo-key-turn,5,avg_success,340000,1
26534,ours,myo-key-turn,5,avg_success,350000,1
26535,ours,myo-key-turn,5,avg_success,360000,1
26536,ours,myo-key-turn,5,avg_success,370000,1
26537,ours,myo-key-turn,5,avg_success,380000,1
26538,ours,myo-key-turn,5,avg_success,390000,1
26539,ours,myo-key-turn,5,avg_success,400000,1
26540,ours,myo-key-turn,5,avg_success,410000,1
26541,ours,myo-key-turn,5,avg_success,420000,1
26542,ours,myo-key-turn,5,avg_success,430000,1
26543,ours,myo-key-turn,5,avg_success,440000,1
26544,ours,myo-key-turn,5,avg_success,450000,1
26545,ours,myo-key-turn,5,avg_success,460000,1
26546,ours,myo-key-turn,5,avg_success,470000,1
26547,ours,myo-key-turn,5,avg_success,480000,1
26548,ours,myo-key-turn,5,avg_success,490000,1
26549,ours,myo-key-turn,5,avg_success,500000,1
26550,ours,myo-key-turn,5,avg_success,510000,1
26551,ours,myo-key-turn,5,avg_success,520000,1
26552,ours,myo-key-turn,5,avg_success,530000,1
26553,ours,myo-key-turn,5,avg_success,540000,1
26554,ours,myo-key-turn,5,avg_success,550000,1
26555,ours,myo-key-turn,5,avg_success,560000,1
26556,ours,myo-key-turn,5,avg_success,570000,1
26557,ours,myo-key-turn,5,avg_success,580000,1
26558,ours,myo-key-turn,5,avg_success,590000,1
26559,ours,myo-key-turn,5,avg_success,600000,1
26560,ours,myo-key-turn,5,avg_success,610000,1
26561,ours,myo-key-turn,5,avg_success,620000,1
26562,ours,myo-key-turn,5,avg_success,630000,1
26563,ours,myo-key-turn,5,avg_success,640000,1
26564,ours,myo-key-turn,5,avg_success,650000,1
26565,ours,myo-key-turn,5,avg_success,660000,1
26566,ours,myo-key-turn,5,avg_success,670000,1
26567,ours,myo-key-turn,5,avg_success,680000,1
26568,ours,myo-key-turn,5,avg_success,690000,1
26569,ours,myo-key-turn,5,avg_success,700000,1
26570,ours,myo-key-turn,5,avg_success,710000,1
26571,ours,myo-key-turn,5,avg_success,720000,1
26572,ours,myo-key-turn,5,avg_success,730000,1
26573,ours,myo-key-turn,5,avg_success,740000,1
26574,ours,myo-key-turn,5,avg_success,750000,1
26575,ours,myo-key-turn,5,avg_success,760000,1
26576,ours,myo-key-turn,5,avg_success,770000,1
26577,ours,myo-key-turn,5,avg_success,780000,1
26578,ours,myo-key-turn,5,avg_success,790000,1
26579,ours,myo-key-turn,5,avg_success,800000,1
26580,ours,myo-key-turn,5,avg_success,810000,1
26581,ours,myo-key-turn,5,avg_success,820000,1
26582,ours,myo-key-turn,5,avg_success,830000,1
26583,ours,myo-key-turn,5,avg_success,840000,1
26584,ours,myo-key-turn,5,avg_success,850000,1
26585,ours,myo-key-turn,5,avg_success,860000,1
26586,ours,myo-key-turn,5,avg_success,870000,1
26587,ours,myo-key-turn,5,avg_success,880000,1
26588,ours,myo-key-turn,5,avg_success,890000,1
26589,ours,myo-key-turn,5,avg_success,900000,1
26590,ours,myo-key-turn,5,avg_success,910000,1
26591,ours,myo-key-turn,5,avg_success,920000,1
26592,ours,myo-key-turn,5,avg_success,930000,1
26593,ours,myo-key-turn,5,avg_success,940000,1
26594,ours,myo-key-turn,5,avg_success,950000,1
26595,ours,myo-key-turn,5,avg_success,960000,1
26596,ours,myo-key-turn,5,avg_success,970000,1
26597,ours,myo-key-turn,5,avg_success,980000,1
26598,ours,myo-key-turn,5,avg_success,990000,1
26599,ours,myo-key-turn,5,avg_success,1000000,1
26600,ours,myo-key-turn,6,avg_success,10000,0
26601,ours,myo-key-turn,6,avg_success,20000,0
26602,ours,myo-key-turn,6,avg_success,30000,1
26603,ours,myo-key-turn,6,avg_success,40000,1
26604,ours,myo-key-turn,6,avg_success,50000,1
26605,ours,myo-key-turn,6,avg_success,60000,1
26606,ours,myo-key-turn,6,avg_success,70000,1
26607,ours,myo-key-turn,6,avg_success,80000,1
26608,ours,myo-key-turn,6,avg_success,90000,1
26609,ours,myo-key-turn,6,avg_success,100000,0
26610,ours,myo-key-turn,6,avg_success,110000,1
26611,ours,myo-key-turn,6,avg_success,120000,1
26612,ours,myo-key-turn,6,avg_success,130000,1
26613,ours,myo-key-turn,6,avg_success,140000,1
26614,ours,myo-key-turn,6,avg_success,150000,1
26615,ours,myo-key-turn,6,avg_success,160000,1
26616,ours,myo-key-turn,6,avg_success,170000,1
26617,ours,myo-key-turn,6,avg_success,180000,1
26618,ours,myo-key-turn,6,avg_success,190000,1
26619,ours,myo-key-turn,6,avg_success,200000,1
26620,ours,myo-key-turn,6,avg_success,210000,1
26621,ours,myo-key-turn,6,avg_success,220000,1
26622,ours,myo-key-turn,6,avg_success,230000,1
26623,ours,myo-key-turn,6,avg_success,240000,1
26624,ours,myo-key-turn,6,avg_success,250000,1
26625,ours,myo-key-turn,6,avg_success,260000,1
26626,ours,myo-key-turn,6,avg_success,270000,1
26627,ours,myo-key-turn,6,avg_success,280000,0
26628,ours,myo-key-turn,6,avg_success,290000,1
26629,ours,myo-key-turn,6,avg_success,300000,0
26630,ours,myo-key-turn,6,avg_success,310000,1
26631,ours,myo-key-turn,6,avg_success,320000,1
26632,ours,myo-key-turn,6,avg_success,330000,1
26633,ours,myo-key-turn,6,avg_success,340000,1
26634,ours,myo-key-turn,6,avg_success,350000,1
26635,ours,myo-key-turn,6,avg_success,360000,1
26636,ours,myo-key-turn,6,avg_success,370000,1
26637,ours,myo-key-turn,6,avg_success,380000,1
26638,ours,myo-key-turn,6,avg_success,390000,1
26639,ours,myo-key-turn,6,avg_success,400000,1
26640,ours,myo-key-turn,6,avg_success,410000,1
26641,ours,myo-key-turn,6,avg_success,420000,1
26642,ours,myo-key-turn,6,avg_success,430000,1
26643,ours,myo-key-turn,6,avg_success,440000,1
26644,ours,myo-key-turn,6,avg_success,450000,1
26645,ours,myo-key-turn,6,avg_success,460000,1
26646,ours,myo-key-turn,6,avg_success,470000,1
26647,ours,myo-key-turn,6,avg_success,480000,1
26648,ours,myo-key-turn,6,avg_success,490000,1
26649,ours,myo-key-turn,6,avg_success,500000,1
26650,ours,myo-key-turn,6,avg_success,510000,1
26651,ours,myo-key-turn,6,avg_success,520000,1
26652,ours,myo-key-turn,6,avg_success,530000,1
26653,ours,myo-key-turn,6,avg_success,540000,1
26654,ours,myo-key-turn,6,avg_success,550000,1
26655,ours,myo-key-turn,6,avg_success,560000,1
26656,ours,myo-key-turn,6,avg_success,570000,1
26657,ours,myo-key-turn,6,avg_success,580000,1
26658,ours,myo-key-turn,6,avg_success,590000,1
26659,ours,myo-key-turn,6,avg_success,600000,1
26660,ours,myo-key-turn,6,avg_success,610000,1
26661,ours,myo-key-turn,6,avg_success,620000,1
26662,ours,myo-key-turn,6,avg_success,630000,1
26663,ours,myo-key-turn,6,avg_success,640000,1
26664,ours,myo-key-turn,6,avg_success,650000,1
26665,ours,myo-key-turn,6,avg_success,660000,1
26666,ours,myo-key-turn,6,avg_success,670000,1
26667,ours,myo-key-turn,6,avg_success,680000,1
26668,ours,myo-key-turn,6,avg_success,690000,1
26669,ours,myo-key-turn,6,avg_success,700000,1
26670,ours,myo-key-turn,6,avg_success,710000,1
26671,ours,myo-key-turn,6,avg_success,720000,1
26672,ours,myo-key-turn,6,avg_success,730000,1
26673,ours,myo-key-turn,6,avg_success,740000,1
26674,ours,myo-key-turn,6,avg_success,750000,1
26675,ours,myo-key-turn,6,avg_success,760000,1
26676,ours,myo-key-turn,6,avg_success,770000,1
26677,ours,myo-key-turn,6,avg_success,780000,1
26678,ours,myo-key-turn,6,avg_success,790000,1
26679,ours,myo-key-turn,6,avg_success,800000,1
26680,ours,myo-key-turn,6,avg_success,810000,1
26681,ours,myo-key-turn,6,avg_success,820000,1
26682,ours,myo-key-turn,6,avg_success,830000,1
26683,ours,myo-key-turn,6,avg_success,840000,1
26684,ours,myo-key-turn,6,avg_success,850000,1
26685,ours,myo-key-turn,6,avg_success,860000,1
26686,ours,myo-key-turn,6,avg_success,870000,1
26687,ours,myo-key-turn,6,avg_success,880000,1
26688,ours,myo-key-turn,6,avg_success,890000,1
26689,ours,myo-key-turn,6,avg_success,900000,1
26690,ours,myo-key-turn,6,avg_success,910000,1
26691,ours,myo-key-turn,6,avg_success,920000,1
26692,ours,myo-key-turn,6,avg_success,930000,1
26693,ours,myo-key-turn,6,avg_success,940000,1
26694,ours,myo-key-turn,6,avg_success,950000,1
26695,ours,myo-key-turn,6,avg_success,960000,1
26696,ours,myo-key-turn,6,avg_success,970000,1
26697,ours,myo-key-turn,6,avg_success,980000,1
26698,ours,myo-key-turn,6,avg_success,990000,1
26699,ours,myo-key-turn,6,avg_success,1000000,1
26700,ours,myo-key-turn,7,avg_success,10000,1
26701,ours,myo-key-turn,7,avg_success,20000,0
26702,ours,myo-key-turn,7,avg_success,30000,1
26703,ours,myo-key-turn,7,avg_success,40000,0
26704,ours,myo-key-turn,7,avg_success,50000,1
26705,ours,myo-key-turn,7,avg_success,60000,1
26706,ours,myo-key-turn,7,avg_success,70000,1
26707,ours,myo-key-turn,7,avg_success,80000,0
26708,ours,myo-key-turn,7,avg_success,90000,1
26709,ours,myo-key-turn,7,avg_success,100000,1
26710,ours,myo-key-turn,7,avg_success,110000,1
26711,ours,myo-key-turn,7,avg_success,120000,1
26712,ours,myo-key-turn,7,avg_success,130000,1
26713,ours,myo-key-turn,7,avg_success,140000,0
26714,ours,myo-key-turn,7,avg_success,150000,1
26715,ours,myo-key-turn,7,avg_success,160000,1
26716,ours,myo-key-turn,7,avg_success,170000,1
